批次,发布日期,规则,规则分类,KP ID,药品名,拼音首字母,医保编码数,医保编码(全部),检测逻辑,逻辑依据,备注
第一批,2025-05-23,药品区分性别使用,医疗-药品,31220,醋酸阿比特龙片,csabtlp,20,XL02BBA292A001010100647; XL02BBA292A001010101467; XL02BBA292A001010101523; XL02BBA292A001010104021; XL02BBA292A001010105345; XL02BBA292A001010106716; XL02BBA292A001010109656; XL02BBA292A001010178377; XL02BBA292A001010178537; XL02BBA292A001010180435; XL02BBA292A001010183302; XL02BBA292A001010183319; XL02BBA292A001010184131; XL02BBA292A001010201523; XL02BBA292A001010204021; XL02BBA292A001010205345; XL02BBA292A001010206716; XL02BBA292A001020104021; XL02BBA292A001020204021; XL02BBA292A001020304021,与限定性别不符,本品与泼尼松或泼尼松龙合用，治疗转移性去势抵抗性前列腺癌（mCRPC）；新诊断的高危转移性内分泌治疗敏感性前列腺癌（mHSPC），包括未接受过内分泌治疗或接受内分泌治疗最长不超过3个月。,男
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,31,XG02CXA070B002010100568; XG02CXA070B002010102068; XG02CXA070B002010105842; XG02CXA070B002010106183; XG02CXA070B002010107821; XG02CXA070B002010178422; XG02CXA070B002010179252; XG02CXA070B002010179260; XG02CXA070B002010180537; XG02CXA070B002010200568; XG02CXA070B002010206183; XG02CXA070B002010207821; XG02CXA070B002010279252; XG02CXA070B002010280537; XG02CXA070B002010379252; XG02CXA070B002020100568; XG02CXA070B002020102068; XG02CXA070B002020105842; XG02CXA070B002020106183; XG02CXA070B002020107821; XG02CXA070B002020178422; XG02CXA070B002020179252; XG02CXA070B002020179260; XG02CXA070B002020180537; XG02CXA070B002020200568; XG02CXA070B002020206183; XG02CXA070B002020279252; XG02CXA070B002020280537; XG02CXA070B002020379252; XG02CXA070B002030178422; XG02CXA070B002040178422,与限定性别不符,本品适用于有下列情况的妊娠妇女，以推迟即将来临的早产：1、每次至少30秒的规律子宫收缩，每30分钟内≥4次。2、宫颈扩张1-3cm（未产妇0-3cm）和子宫软化度/变薄≥50%。3、年龄≥18岁。4、妊娠24至33足周。5、胎心率正常。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31445,除湿白带丸,csbdw,12,ZD03AAC0398010100974; ZD03AAC0398010102017; ZD03AAC0398010102205; ZD03AAC0398010102303; ZD03AAC0398010103564; ZD03AAC0398010103596; ZD03AAC0398010200974; ZD03AAC0398010202017; ZD03AAC0398010202205; ZD03AAC0398010202303; ZD03AAC0398010302017; ZD03AAC0398020100974,与限定性别不符,本品健脾益气，除湿止带。用于脾虚湿盛所致带下病，症见带下量多、色白质稀、纳少、腹胀、便溏。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31450,醋酸氯己定栓,csljds,10,XG01AXL218D003010101192; XG01AXL218D003010101193; XG01AXL218D003010101292; XG01AXL218D003010101792; XG01AXL218D003010102080; XG01AXL218D003010102601; XG01AXL218D003010102816; XG01AXL218D003010201192; XG01AXL218D003010201193; XG01AXL218D003010202601,与限定性别不符,本品具有广谱抑菌、杀菌作用。适用于宫颈糜烂、化脓性阴道炎、霉菌性阴道炎，也适用于滴虫性阴道炎等。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31430,参术止带糖浆,cszdtj,5,ZD03AAC0220010100309; ZD03AAC0220010100411; ZD03AAC0220010102450; ZD03AAC0220010200309; ZD03AAC0220020100309,与限定性别不符,本品补中健脾，疏肝解郁，化湿止带。用于脾虚湿盛，肝郁气滞之带下症。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31446,春血安胶囊,cxajn,3,ZD01CAC0483010100865; ZD01CAC0483010200865; ZD01CAC0483010300865,与限定性别不符,益肾固冲，调经止血。用于因肝肾不足，冲任失调所致的月经过多，经期腹痛，青春期功能失调性子宫出血，上环后子宫出血者。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31399,重组人干扰素α2a栓,czrgrsas,2,XG02CXC095D001010103320; XG02CXC095D001010203320,与限定性别不符,用于治疗阴道病毒性感染引起的慢性宫颈炎、宫颈糜烂、阴道炎，预防宫颈癌。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31400,重组人干扰素α2b栓,czrgrsbs,3,XG02CXC097D001010103320; XG02CXC097D001010104274; XG02CXC097D001010204274,与限定性别不符,用于治疗病毒感染引起的宫颈糜烂。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31681,重组人干扰素α2b阴道泡腾胶囊,czrgrsbydptjn,3,XG02CXC097E008010100683; XG02CXC097E008010200683; XG02CXC097E008010300683,与限定性别不符,用于治疗病毒感染引起的宫颈糜烂。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31222,丹莪妇康煎膏,defkjg,8,ZD01BAD0077020105583; ZD01BAD0077030105583; ZD01BAD0077030205583; ZD01BAD0077030305583; ZD01BAD0077030405583; ZD01BAD0077030505583; ZD01BAD0077030605583; ZD01BAD0077060105583,与限定性别不符,活血化瘀，疏肝理气，调经止痛，软坚化积。用于妇女瘀血阻滞所致月经不调，痛经，经期不适、癥瘕积聚，以及盆腔子宫内膜异位症见上述症状者。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31223,丹莪妇康颗粒,defkkl,12,ZD01BAD0078010100312; ZD01BAD0078010200312; ZD01BAD0078010300312; ZD01BAD0078010400312; ZD01BAD0078020100312; ZD01BAD0078020200312; ZD01BAD0078020300312; ZD01BAD0078020400312; ZD01BAD0078020700312; ZD01BAD0078020900312; ZD01BAD0078021000312; ZD01BAD0078021100312,与限定性别不符,活血化瘀，疏肝理气，调经止痛。用于妇女瘀血阻滞所致月经不调，痛经，经期不适。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31453,当归调经颗粒,dgtjkl,20,ZA09BAD0172010104012; ZD01AAD0195010100358; ZD01AAD0195010100362; ZD01AAD0195010100402; ZD01AAD0195010100465; ZD01AAD0195010103897; ZD01AAD0195010104012; ZD01AAD0195010104388; ZD01AAD0195010104584; ZD01AAD0195010104721; ZD01AAD0195010105068; ZD01AAD0195010105218; ZD01AAD0195010105391; ZD01AAD0195010105541; ZD01AAD0195010200362; ZD01AAD0195010204012; ZD01AAD0195010304012; ZD01AAD0195020105068; ZD01AAD0195020205068; ZD01AAD0195020305068,与限定性别不符,本品补血助气，调经。用于贫血衰弱，病后、产后血虚以及月经不调，痛经。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31309,定坤丹,dkd,35,ZD03AAD0318010101061; ZD03AAD0318010102164; ZD03AAD0318010102242; ZD03AAD0318010102884; ZD03AAD0318010103391; ZD03AAD0318010103494; ZD03AAD0318010103692; ZD03AAD0318010103820; ZD03AAD0318010103830; ZD03AAD0318010103893; ZD03AAD0318010201061; ZD03AAD0318010203391; ZD03AAD0318010203494; ZD03AAD0318010203830; ZD03AAD0318010203893; ZD03AAD0318010301061; ZD03AAD0318010303494; ZD03AAD0318010303830; ZD03AAD0318010303893; ZD03AAD0318010403830; ZD03AAD0318020102884; ZD03AAD0318020103893; ZD03AAD0318020203893; ZD03AAD0318020303893; ZD03AAD0318030202884; ZD03AAD0318040102884; ZD03AAD0318050202884; ZD03AAD0318050402884; ZD03AAD0318060102884; ZD03AAD0318060302884; ZD03AAD0318070102884; ZD03AAD0318070202884; ZD03AAD0318070302884; ZD03AAD0318070502884; ZD03AAD0318070602884,与限定性别不符,滋补气血，调经舒郁。用于气血两虚、气滞血瘀所致的月经不调、行经腹痛、崩漏下血、赤白带下、血晕血脱、产后诸虚、骨蒸潮热。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31310,定坤丸,dkw,8,ZD03AAD0319010100974; ZD03AAD0319010103285; ZD03AAD0319010103353; ZD03AAD0319010103510; ZD03AAD0319010103709; ZD03AAD0319010103843; ZD03AAD0319010200974; ZD03AAD0319010203510,与限定性别不符,补气养血，舒郁调经，用于冲任虚损，气血两亏，身体瘦弱，月经不调，经期紊乱，行经腹痛，崩漏不止，腰酸腿软。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31221,达罗他胺片,dltap,1,XL02BBD348A001010183396,与限定性别不符,适用于治疗有高危转移风险的非转移性去势抵抗性前列腺癌（NM_x0002_CRPC）成年患者。,男
第一批,2025-05-23,药品区分性别使用,医疗-药品,31305,地诺前列酮栓,dnqlts,1,XG02ADD082D003010179504,与限定性别不符,本品适用于妊娠足月(孕38周后)时促宫颈开始成熟和/或继续成熟，其宫颈Bishop评分小于或等于6分，单胎头先露有引产指征且无母婴禁忌症。Bishop须使用(1964)妇产科学，24(2)，266-268页所列方法。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31224,地诺孕素片,dnysp,23,XG03DBD331A001010100225; XG03DBD331A001010101554; XG03DBD331A001010102281; XG03DBD331A001010102521; XG03DBD331A001010180081; XG03DBD331A001010181787; XG03DBD331A001010183319; XG03DBD331A001010183510; XG03DBD331A001010183802; XG03DBD331A001010184672; XG03DBD331A001010185298; XG03DBD331A001010200225; XG03DBD331A001010201554; XG03DBD331A001010280081; XG03DBD331A001010281787; XG03DBD331A001010283319; XG03DBD331A001010283510; XG03DBD331A001010284672; XG03DBD331A001010285298; XG03DBD331A001010380081; XG03DBD331A001010383510; XG03DBD331A001010384672; XG03DBD331A001010484672,与限定性别不符,治疗子宫内膜异位症。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31225,地屈孕酮片,dqytp,8,XG03DBD084A001010102180; XG03DBD084A001010108121; XG03DBD084A001010178890; XG03DBD084A001010184206; XG03DBD084A001010202180; XG03DBD084A001010208121; XG03DBD084A001010302180; XG03DBD084A001010308121,与限定性别不符,用于治疗内源性孕酮不足引起的疾病，如痛经、子宫内膜异位症、继发性闭经、月经周期不规则、功能失调性子宫出血、经前期综合征、孕激素缺乏所致先兆性流产或习惯性流产、黄体不足所致不孕症，用于辅助生殖技术中的黄体支持。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31364,度他雄胺软胶囊,dtxarjn,20,XG04CBD247E002010101503; XG04CBD247E002010104021; XG04CBD247E002010109981; XG04CBD247E002010178564; XG04CBD247E002010180435; XG04CBD247E002010180937; XG04CBD247E002010201503; XG04CBD247E002010204021; XG04CBD247E002010209981; XG04CBD247E002010278564; XG04CBD247E002010301503; XG04CBD247E002010304021; XG04CBD247E002010309981; XG04CBD247E002010401503; XG04CBD247E002010501503; XG04CBD247E002010601503; XG04CBD247E002010701503; XG04CBD247E002010801503; XG04CBD247E002010901503; XG04CBD247E002020180937,与限定性别不符,治疗良性前列腺增生症（BPH）的中、重度症状。用于中、重度症状的良性前列腺增生症患者，降低急性尿潴留（AUR）和手术的风险。,男
第一批,2025-05-23,药品区分性别使用,医疗-药品,31306,地贞颗粒,dzkl,5,ZD03AAD0255010101055; ZD03AAD0255010201055; ZD03AAD0255010301055; ZD03AAD0255010401055; ZD03AAD0255010501055,与限定性别不符,本品用于女性更年期综合征阴虚内热证，症见烘热汗出，心烦易怒，手足心热，失眠多梦，腰膝酸软，口干，便秘等症。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31477,二益丸,eyw,4,ZD03AAE0088010105893; ZD03AAE0088010105903; ZD03AAE0088010205893; ZD03AAE0088020105893,与限定性别不符,调经止带，温暖子宫。用于经脉不调，行经腹痛，瘀血痨症，下元虚寒，腰膝酸痛，赤白带下。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31226,恩扎卢胺软胶囊,ezlarjn,6,XL02BBE088E002010101292; XL02BBE088E002010101444; XL02BBE088E002010102000; XL02BBE088E002010178377; XL02BBE088E002010179406; XL02BBE088E002010279406,与限定性别不符,本品适用于转移性激素敏感性前列腺癌（mHSPC）成年患者；有高危转移风险的非转移性去势抵抗性前列腺癌（NM-CRPC）成年患者；雄激素剥夺治疗（ADT）失败后无症状或有轻微症状且未接受化疗的转移性去势抵抗性前列腺癌（CRPC）成年患者的治疗。,男
第一批,2025-05-23,药品区分性别使用,医疗-药品,31478,妇宝金丸,fbjw,3,ZD01AAF0167010100169; ZD01AAF0167010107069; ZD01AAF0167020100169,与限定性别不符,养血调经，舒郁化滞。本品用于气虚血寒、肝郁不舒引起的经期不准，行经腹痛，赤白带下，两胁胀痛，倦怠少食。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31479,妇宝颗粒,fbkl,7,ZD01AAF0168010104584; ZD01AAF0168010204584; ZD01AAF0168010304584; ZD01AAF0168020104584; ZD01AAF0168020204584; ZD01AAF0168030104584; ZD01AAF0168040104584,与限定性别不符,益肾和血，理气止痛。用于肾虚夹瘀所致的腰酸腿软、小腹胀痛、白带量多；慢性盆腔炎、附件炎见上述证候者。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31480,妇必舒胶囊,fbsjn,2,ZD02BAF0169010102446; ZD02BAF0169020102446,与限定性别不符,本品清热燥湿，抗菌消炎，杀虫止痒。主要用于妇女湿热下注所致的白带增多，阴部瘙痒等症。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31481,妇得康泡沫剂,fdkpmj,1,ZD02BAF0171010105415,与限定性别不符,本品清热燥湿，杀虫。用于慢性宫颈炎、宫颈糜烂、阴道炎之湿热下注证。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31549,复方醋酸氯己定栓,ffcsljds,6,XG01AXF391D003010101193; XG01AXF391D003010101730; XG01AXF391D003010103649; XG01AXF391D003010201193; XG01AXF391D003010201730; XG01AXF391D003010203649,与限定性别不符,本品具有广谱抑菌、杀菌作用。适用于宫颈糜烂、化脓性阴道炎、霉菌性阴道炎，也适用于滴虫性阴道炎等。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31365,复方醋酸棉酚片,ffcsmfp,3,XG02CXF219A001010102404; XG02CXF219A017010102459; XG02CXF219A017010202459,与限定性别不符,用于子宫功能性出血、子宫肌瘤所致的月经过多、子宫内膜异位症。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31550,复方芙蓉泡腾栓,fffrpts,3,ZD02BAF0392010102402; ZD02BAF0392010202402; ZD02BAF0392010302402,与限定性别不符,本品清热燥湿，杀虫止痒。用于湿热型阴痒包括滴虫性、霉菌性阴道炎。症见：阴部潮红，肿胀甚则痒痛，带下量多，色黄如脓或呈泡沫米泔样或豆腐渣样，其气腥臭，舌红，苔黄腻，脉濡数。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31552,复方炔诺酮片,ffgntp,1,XG03AAF450A001010104735,与限定性别不符,用于女性口服避孕。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31551,复方庚酸炔诺酮注射液,ffgsgntzsy,3,XG03AAF291B002010104735; XG03AAF291B002010204735; XG03AAF291B002020104735,与限定性别不符,健康育龄妇女避孕用，尤其适用于不能耐受或坚持服用口服避孕片以及放置宫内节育器易脱落者。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31366,复方氯霉素阴道泡腾片,fflmsydptp,2,XG01AAF397A009010100150; XG01AAF397A009010200150,与限定性别不符,本品具有杀菌、抗炎作用。能促进阴道上皮细胞的增生，用于各种阴道炎、宫颈糜烂和宫颈炎。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31553,复方四维女贞子胶囊,ffswnzzjn,1,XG02CXF499E001010105509,与限定性别不符,用于妇女更年期综合征及经前期紧张综合征。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31554,复方益母草膏,ffymcg,13,ZD01BAF0724010100124; ZD01BAF0724010100169; ZD01BAF0724010100888; ZD01BAF0724010100896; ZD01BAF0724010200896; ZD01BAF0724020100124; ZD01BAF0724020100888; ZD01BAF0724020100896; ZD01BAF0724020200124; ZD01BAF0724020200896; ZD01BAF0724020300896; ZD01BAF0724030100896; ZD01BAF0724030200896,与限定性别不符,本品调经养血，化瘀生新。用于血瘀气滞引起的月经不调，行经腹痛，量少色暗。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31555,复方益母草胶囊,ffymcjn,6,ZD01BAF0725010105264; ZD01BAF0725010205264; ZD01BAF0725010305264; ZD01BAF0725010405264; ZD01BAF0725010505264; ZD01BAF0725010605264,与限定性别不符,本品用于调经活血，祛瘀生新。用于瘀血所致月经过多、过少及经期延长，产后子宫复旧不全引起的恶露不绝。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31556,复方益母草流浸膏,ffymcljg,6,ZD01AAF0726010100267; ZD01AAF0726010100347; ZD01AAF0726010104721; ZD01AAF0726010204721; ZD01AAF0726030100347; ZD01AAF0726030200347,与限定性别不符,调经活血，祛瘀生新。用于月经不调，产后子宫复归不全，恶露不行或过多。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31316,复方益母胶囊,ffymjn,4,ZD01AAF0727010104186; ZD01AAF0727010204186; ZD01AAF0727010304186; ZD01AAF0727010404186,与限定性别不符,活血行气，化瘀止痛。用于气滞血瘀证所致的痛经。症见月经期小腹胀痛拒按，经血不畅，血色紫黯成块，乳房胀痛，腰部酸痛。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31318,复方益母口服液,ffymkfy,6,ZD01AAF0729010103095; ZD01AAF0729010104066; ZD01AAF0729010204066; ZD01AAF0729010304066; ZD01AAF0729020103095; ZD01AAF0729020203095,与限定性别不符,活血行气，化瘀止痛。本品用于气滞血瘀所致的痛经。症见：月经期小腹胀痛拒按，经血不畅，血色紫黯成块，乳房胀痛，腰部酸痛。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31317,复方益母颗粒,ffymkl,2,ZD01AAF0728010101463; ZD01AAF0728010201463,与限定性别不符,活血行气，化瘀止痛。用于气滞血瘀所致的痛经。症见：月经期小腹胀痛拒按，经血不畅，血色紫黯成块，乳房胀痛，腰部酸痛等。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31319,复方益母片,ffymp,2,ZD01AAF0730010101351; ZD01AAF0730010201351,与限定性别不符,本品活血行气，化瘀止痛。用于气滞血瘀所致的痛经。症见：月经期小腹胀痛拒按，经血不畅，血色紫黯成块，乳房胀痛，腰部酸痛等。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31557,复方左炔诺孕酮片,ffzgnytp,2,XG03AAF598A001010101884; XG03AAF598A017030100225,与限定性别不符,用于女性口服避孕。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31482,妇洁阴洗液,fjyxy,4,ZZ01AAF0176010105100; ZZ01AAF0176010205100; ZZ01AAF0176010305100; ZZ01AAF0176020105100,与限定性别不符,清热解毒，燥湿杀虫。用于阴道炎证属湿热型患者。,女
